Airport.Code,Airport.Name,Time.Label,Time.Month,Statistics.Flights.Total
MDW,"Chicago, IL: Chicago Midway International",2007/03,3,8189
MIA,"Miami, FL: Miami International",2007/03,3,5907
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/03,3,13665
ORD,"Chicago, IL: Chicago O'Hare International",2007/03,3,32447
PDX,"Portland, OR: Portland International",2007/03,3,4751
PHL,"Philadelphia, PA: Philadelphia International",2007/03,3,9116
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/03,3,18542
SAN,"San Diego, CA: San Diego International",2007/03,3,7824
SEA,"Seattle, WA: Seattle/Tacoma International",2007/03,3,8603
SFO,"San Francisco, CA: San Francisco International",2007/03,3,11223
SLC,"Salt Lake City, UT: Salt Lake City International",2007/03,3,12661
TPA,"Tampa, FL: Tampa International",2007/03,3,7523
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/04,4,32891
BOS,"Boston, MA: Logan International",2007/04,4,11404
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/04,4,8871
CLT,"Charlotte, NC: Charlotte Douglas International",2007/04,4,10327
DCA,"Washington, DC: Ronald Reagan Washington National",2007/04,4,7578
DEN,"Denver, CO: Denver International",2007/04,4,19579
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/04,4,24273
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/04,4,14944
EWR,"Newark, NJ: Newark Liberty International",2007/04,4,13070
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/04,4,6345
IAD,"Washington, DC: Washington Dulles International",2007/04,4,8239
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/04,4,17186
JFK,"New York, NY: John F. Kennedy International",2007/04,4,10665
LAS,"Las Vegas, NV: McCarran International",2007/04,4,15226
LAX,"Los Angeles, CA: Los Angeles International",2007/04,4,19093
LGA,"New York, NY: LaGuardia",2007/04,4,10336
MCO,"Orlando, FL: Orlando International",2007/04,4,10967
MDW,"Chicago, IL: Chicago Midway International",2007/04,4,8091
MIA,"Miami, FL: Miami International",2007/04,4,5610
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/04,4,13101
ORD,"Chicago, IL: Chicago O'Hare International",2007/04,4,31292
PDX,"Portland, OR: Portland International",2007/04,4,4619
PHL,"Philadelphia, PA: Philadelphia International",2007/04,4,8854
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/04,4,17771
SAN,"San Diego, CA: San Diego International",2007/04,4,7440
SEA,"Seattle, WA: Seattle/Tacoma International",2007/04,4,8559
SFO,"San Francisco, CA: San Francisco International",2007/04,4,10976
SLC,"Salt Lake City, UT: Salt Lake City International",2007/04,4,11715
TPA,"Tampa, FL: Tampa International",2007/04,4,7060
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/05,5,34178
BOS,"Boston, MA: Logan International",2007/05,5,10873
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/05,5,9300
CLT,"Charlotte, NC: Charlotte Douglas International",2007/05,5,11046
DCA,"Washington, DC: Ronald Reagan Washington National",2007/05,5,7847
DEN,"Denver, CO: Denver International",2007/05,5,20240
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/05,5,25454
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/05,5,15343
EWR,"Newark, NJ: Newark Liberty International",2007/05,5,13114
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/05,5,5712
IAD,"Washington, DC: Washington Dulles International",2007/05,5,8233
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/05,5,16985
JFK,"New York, NY: John F. Kennedy International",2007/05,5,10563
LAS,"Las Vegas, NV: McCarran International",2007/05,5,15811
LAX,"Los Angeles, CA: Los Angeles International",2007/05,5,19602
LGA,"New York, NY: LaGuardia",2007/05,5,10598
MCO,"Orlando, FL: Orlando International",2007/05,5,11033
MDW,"Chicago, IL: Chicago Midway International",2007/05,5,8265
MIA,"Miami, FL: Miami International",2007/05,5,5483
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/05,5,13541
ORD,"Chicago, IL: Chicago O'Hare International",2007/05,5,32385
PDX,"Portland, OR: Portland International",2007/05,5,4870
PHL,"Philadelphia, PA: Philadelphia International",2007/05,5,9057
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/05,5,17960
SAN,"San Diego, CA: San Diego International",2007/05,5,7925
SEA,"Seattle, WA: Seattle/Tacoma International",2007/05,5,9432
SFO,"San Francisco, CA: San Francisco International",2007/05,5,11548
SLC,"Salt Lake City, UT: Salt Lake City International",2007/05,5,11625
TPA,"Tampa, FL: Tampa International",2007/05,5,6678
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/06,6,35978
BOS,"Boston, MA: Logan International",2007/06,6,10571
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/06,6,9307
CLT,"Charlotte, NC: Charlotte Douglas International",2007/06,6,10712
DCA,"Washington, DC: Ronald Reagan Washington National",2007/06,6,7498
DEN,"Denver, CO: Denver International",2007/06,6,20269
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/06,6,24770
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/06,6,15066
EWR,"Newark, NJ: Newark Liberty International",2007/06,6,12820
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/06,6,5490
IAD,"Washington, DC: Washington Dulles International",2007/06,6,7511
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/06,6,16173
JFK,"New York, NY: John F. Kennedy International",2007/06,6,10489
LAS,"Las Vegas, NV: McCarran International",2007/06,6,15292
LAX,"Los Angeles, CA: Los Angeles International",2007/06,6,19454
LGA,"New York, NY: LaGuardia",2007/06,6,10149
MCO,"Orlando, FL: Orlando International",2007/06,6,10964
MDW,"Chicago, IL: Chicago Midway International",2007/06,6,8087
MIA,"Miami, FL: Miami International",2007/06,6,5230
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/06,6,13557
ORD,"Chicago, IL: Chicago O'Hare International",2007/06,6,31528
PDX,"Portland, OR: Portland International",2007/06,6,5044
PHL,"Philadelphia, PA: Philadelphia International",2007/06,6,8758
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/06,6,17223
SAN,"San Diego, CA: San Diego International",2007/06,6,8339
SEA,"Seattle, WA: Seattle/Tacoma International",2007/06,6,9759
SFO,"San Francisco, CA: San Francisco International",2007/06,6,11856
SLC,"Salt Lake City, UT: Salt Lake City International",2007/06,6,12934
TPA,"Tampa, FL: Tampa International",2007/06,6,6386
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/07,7,36992
BOS,"Boston, MA: Logan International",2007/07,7,10711
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/07,7,9689
CLT,"Charlotte, NC: Charlotte Douglas International",2007/07,7,10983
DCA,"Washington, DC: Ronald Reagan Washington National",2007/07,7,7640
DEN,"Denver, CO: Denver International",2007/07,7,21356
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/07,7,25657
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/07,7,15239
EWR,"Newark, NJ: Newark Liberty International",2007/07,7,13089
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/07,7,5586
IAD,"Washington, DC: Washington Dulles International",2007/07,7,7334
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/07,7,16573
JFK,"New York, NY: John F. Kennedy International",2007/07,7,10964
LAS,"Las Vegas, NV: McCarran International",2007/07,7,15713
LAX,"Los Angeles, CA: Los Angeles International",2007/07,7,20920
LGA,"New York, NY: LaGuardia",2007/07,7,10310
MCO,"Orlando, FL: Orlando International",2007/07,7,11547
MDW,"Chicago, IL: Chicago Midway International",2007/07,7,8263
MIA,"Miami, FL: Miami International",2007/07,7,5391
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/07,7,13672
ORD,"Chicago, IL: Chicago O'Hare International",2007/07,7,32047
PDX,"Portland, OR: Portland International",2007/07,7,5260
PHL,"Philadelphia, PA: Philadelphia International",2007/07,7,9027
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/07,7,17844
SAN,"San Diego, CA: San Diego International",2007/07,7,8718
SEA,"Seattle, WA: Seattle/Tacoma International",2007/07,7,10236
SFO,"San Francisco, CA: San Francisco International",2007/07,7,12345
SLC,"Salt Lake City, UT: Salt Lake City International",2007/07,7,13570
TPA,"Tampa, FL: Tampa International",2007/07,7,6553
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/08,8,37284
BOS,"Boston, MA: Logan International",2007/08,8,10834
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/08,8,9777
CLT,"Charlotte, NC: Charlotte Douglas International",2007/08,8,10987
DCA,"Washington, DC: Ronald Reagan Washington National",2007/08,8,7791
DEN,"Denver, CO: Denver International",2007/08,8,21412
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/08,8,25777
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/08,8,15254
EWR,"Newark, NJ: Newark Liberty International",2007/08,8,13498
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/08,8,5460
IAD,"Washington, DC: Washington Dulles International",2007/08,8,7345
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/08,8,16713
JFK,"New York, NY: John F. Kennedy International",2007/08,8,11064
LAS,"Las Vegas, NV: McCarran International",2007/08,8,15728
LAX,"Los Angeles, CA: Los Angeles International",2007/08,8,21084
LGA,"New York, NY: LaGuardia",2007/08,8,10506
MCO,"Orlando, FL: Orlando International",2007/08,8,11427
MDW,"Chicago, IL: Chicago Midway International",2007/08,8,8256
MIA,"Miami, FL: Miami International",2007/08,8,5357
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/08,8,13581
ORD,"Chicago, IL: Chicago O'Hare International",2007/08,8,32483
PDX,"Portland, OR: Portland International",2007/08,8,5320
PHL,"Philadelphia, PA: Philadelphia International",2007/08,8,9035
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/08,8,17884
SAN,"San Diego, CA: San Diego International",2007/08,8,8854
SEA,"Seattle, WA: Seattle/Tacoma International",2007/08,8,10130
SFO,"San Francisco, CA: San Francisco International",2007/08,8,12456
SLC,"Salt Lake City, UT: Salt Lake City International",2007/08,8,13564
TPA,"Tampa, FL: Tampa International",2007/08,8,6529
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/09,9,34271
BOS,"Boston, MA: Logan International",2007/09,9,9897
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/09,9,9087
CLT,"Charlotte, NC: Charlotte Douglas International",2007/09,9,10248
DCA,"Washington, DC: Ronald Reagan Washington National",2007/09,9,7050
DEN,"Denver, CO: Denver International",2007/09,9,19261
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/09,9,24317
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/09,9,14175
EWR,"Newark, NJ: Newark Liberty International",2007/09,9,11981
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/09,9,4889
IAD,"Washington, DC: Washington Dulles International",2007/09,9,6679
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/09,9,14867
JFK,"New York, NY: John F. Kennedy International",2007/09,9,10243
LAS,"Las Vegas, NV: McCarran International",2007/09,9,15150
LAX,"Los Angeles, CA: Los Angeles International",2007/09,9,19658
LGA,"New York, NY: LaGuardia",2007/09,9,9841
MCO,"Orlando, FL: Orlando International",2007/09,9,9918
MDW,"Chicago, IL: Chicago Midway International",2007/09,9,7744
MIA,"Miami, FL: Miami International",2007/09,9,4951
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/09,9,12271
ORD,"Chicago, IL: Chicago O'Hare International",2007/09,9,30436
PDX,"Portland, OR: Portland International",2007/09,9,4911
PHL,"Philadelphia, PA: Philadelphia International",2007/09,9,8283
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/09,9,16884
SAN,"San Diego, CA: San Diego International",2007/09,9,8389
SEA,"Seattle, WA: Seattle/Tacoma International",2007/09,9,9282
SFO,"San Francisco, CA: San Francisco International",2007/09,9,11567
SLC,"Salt Lake City, UT: Salt Lake City International",2007/09,9,12015
TPA,"Tampa, FL: Tampa International",2007/09,9,5986
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/10,10,36942
BOS,"Boston, MA: Logan International",2007/10,10,10373
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/10,10,9405
CLT,"Charlotte, NC: Charlotte Douglas International",2007/10,10,10992
DCA,"Washington, DC: Ronald Reagan Washington National",2007/10,10,7479
DEN,"Denver, CO: Denver International",2007/10,10,19967
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/10,10,25141
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/10,10,14967
EWR,"Newark, NJ: Newark Liberty International",2007/10,10,12882
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/10,10,5204
IAD,"Washington, DC: Washington Dulles International",2007/10,10,6954
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/10,10,16522
JFK,"New York, NY: John F. Kennedy International",2007/10,10,10492
LAS,"Las Vegas, NV: McCarran International",2007/10,10,15897
LAX,"Los Angeles, CA: Los Angeles International",2007/10,10,20423
LGA,"New York, NY: LaGuardia",2007/10,10,10487
MCO,"Orlando, FL: Orlando International",2007/10,10,10592
MDW,"Chicago, IL: Chicago Midway International",2007/10,10,8150
MIA,"Miami, FL: Miami International",2007/10,10,5092
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/10,10,12753
ORD,"Chicago, IL: Chicago O'Hare International",2007/10,10,32012
PDX,"Portland, OR: Portland International",2007/10,10,4990
PHL,"Philadelphia, PA: Philadelphia International",2007/10,10,8577
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/10,10,17671
SAN,"San Diego, CA: San Diego International",2007/10,10,8660
SEA,"Seattle, WA: Seattle/Tacoma International",2007/10,10,9359
SFO,"San Francisco, CA: San Francisco International",2007/10,10,12042
SLC,"Salt Lake City, UT: Salt Lake City International",2007/10,10,12282
TPA,"Tampa, FL: Tampa International",2007/10,10,6343
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/11,11,34674
BOS,"Boston, MA: Logan International",2007/11,11,9899
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/11,11,8952
CLT,"Charlotte, NC: Charlotte Douglas International",2007/11,11,10722
DCA,"Washington, DC: Ronald Reagan Washington National",2007/11,11,7116
DEN,"Denver, CO: Denver International",2007/11,11,19334
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/11,11,24239
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/11,11,13943
EWR,"Newark, NJ: Newark Liberty International",2007/11,11,12472
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/11,11,5727
IAD,"Washington, DC: Washington Dulles International",2007/11,11,6895
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/11,11,15534
JFK,"New York, NY: John F. Kennedy International",2007/11,11,10299
LAS,"Las Vegas, NV: McCarran International",2007/11,11,15228
LAX,"Los Angeles, CA: Los Angeles International",2007/11,11,19655
LGA,"New York, NY: LaGuardia",2007/11,11,9926
MCO,"Orlando, FL: Orlando International",2007/11,11,10717
MDW,"Chicago, IL: Chicago Midway International",2007/11,11,7636
MIA,"Miami, FL: Miami International",2007/11,11,5098
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/11,11,12210
ORD,"Chicago, IL: Chicago O'Hare International",2007/11,11,30041
PDX,"Portland, OR: Portland International",2007/11,11,4891
PHL,"Philadelphia, PA: Philadelphia International",2007/11,11,8263
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/11,11,17072
SAN,"San Diego, CA: San Diego International",2007/11,11,8202
SEA,"Seattle, WA: Seattle/Tacoma International",2007/11,11,8665
SFO,"San Francisco, CA: San Francisco International",2007/11,11,11603
SLC,"Salt Lake City, UT: Salt Lake City International",2007/11,11,11871
TPA,"Tampa, FL: Tampa International",2007/11,11,6524
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2007/12,12,34592
BOS,"Boston, MA: Logan International",2007/12,12,9768
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2007/12,12,9070
CLT,"Charlotte, NC: Charlotte Douglas International",2007/12,12,10796
DCA,"Washington, DC: Ronald Reagan Washington National",2007/12,12,6978
DEN,"Denver, CO: Denver International",2007/12,12,20208
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2007/12,12,24443
DTW,"Detroit, MI: Detroit Metro Wayne County",2007/12,12,14197
EWR,"Newark, NJ: Newark Liberty International",2007/12,12,12823
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2007/12,12,6223
IAD,"Washington, DC: Washington Dulles International",2007/12,12,6906
IAH,"Houston, TX: George Bush Intercontinental/Houston",2007/12,12,16098
JFK,"New York, NY: John F. Kennedy International",2007/12,12,10612
LAS,"Las Vegas, NV: McCarran International",2007/12,12,15209
LAX,"Los Angeles, CA: Los Angeles International",2007/12,12,20222
LGA,"New York, NY: LaGuardia",2007/12,12,9865
MCO,"Orlando, FL: Orlando International",2007/12,12,11441
MDW,"Chicago, IL: Chicago Midway International",2007/12,12,7663
MIA,"Miami, FL: Miami International",2007/12,12,5453
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2007/12,12,12470
ORD,"Chicago, IL: Chicago O'Hare International",2007/12,12,30253
PDX,"Portland, OR: Portland International",2007/12,12,5052
PHL,"Philadelphia, PA: Philadelphia International",2007/12,12,8272
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2007/12,12,17655
SAN,"San Diego, CA: San Diego International",2007/12,12,8357
SEA,"Seattle, WA: Seattle/Tacoma International",2007/12,12,8910
SFO,"San Francisco, CA: San Francisco International",2007/12,12,11940
SLC,"Salt Lake City, UT: Salt Lake City International",2007/12,12,12354
TPA,"Tampa, FL: Tampa International",2007/12,12,6893
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2008/01,1,33881
